"epoch","loss","part","step","time","accuracy","auprc","auroc","challenge_metric","f_beta_measure","f_measure","g_beta_measure"
0.0,0.1321544498205185,"train",20.0,"2021-11-23 17:25:38.467517","","","","","","",""
0.0,0.12331752479076385,"train",40.0,"2021-11-23 17:25:42.312431","","","","","","",""
0.0,0.12515905499458313,"train",60.0,"2021-11-23 17:25:46.765536","","","","","","",""
0.0,0.1279950588941574,"train",80.0,"2021-11-23 17:25:50.349661","","","","","","",""
0.0,0.10451677441596985,"train",100.0,"2021-11-23 17:25:54.019201","","","","","","",""
0.0,0.12365536391735077,"train",120.0,"2021-11-23 17:25:57.623755","","","","","","",""
0.0,0.11289845407009125,"train",140.0,"2021-11-23 17:26:01.248942","","","","","","",""
0.0,0.10310007631778717,"train",160.0,"2021-11-23 17:26:05.050580","","","","","","",""
0.0,0.08080704510211945,"train",180.0,"2021-11-23 17:26:09.701451","","","","","","",""
0.0,0.12452064454555511,"train",200.0,"2021-11-23 17:26:13.580160","","","","","","",""
0.0,0.09486041218042374,"train",220.0,"2021-11-23 17:26:17.115757","","","","","","",""
0.0,0.12342923134565353,"train",240.0,"2021-11-23 17:26:20.714687","","","","","","",""
0.0,0.10626104474067688,"train",260.0,"2021-11-23 17:26:24.319952","","","","","","",""
0.0,0.10548760741949081,"train",280.0,"2021-11-23 17:26:28.009749","","","","","","",""
0.0,0.09872501343488693,"train",300.0,"2021-11-23 17:26:32.326839","","","","","","",""
0.0,0.09350624680519104,"train",320.0,"2021-11-23 17:26:35.996371","","","","","","",""
0.0,0.10282436013221741,"train",340.0,"2021-11-23 17:26:39.690283","","","","","","",""
0.0,0.1088876947760582,"train",360.0,"2021-11-23 17:26:43.429973","","","","","","",""
0.0,0.09977710247039795,"train",380.0,"2021-11-23 17:26:47.095377","","","","","","",""
0.0,0.11897598952054977,"train",400.0,"2021-11-23 17:26:50.764041","","","","","","",""
0.0,0.10739950090646744,"train",420.0,"2021-11-23 17:26:55.186730","","","","","","",""
0.0,0.08256783336400986,"train",440.0,"2021-11-23 17:26:59.036807","","","","","","",""
0.0,0.09359943121671677,"train",460.0,"2021-11-23 17:27:02.789651","","","","","","",""
0.0,0.08431795984506607,"train",480.0,"2021-11-23 17:27:06.527365","","","","","","",""
0.0,0.08013752847909927,"train",500.0,"2021-11-23 17:27:10.175480","","","","","","",""
0.0,0.09736277908086777,"train",520.0,"2021-11-23 17:27:13.839412","","","","","","",""
0.0,0.1283629685640335,"train",540.0,"2021-11-23 17:27:18.101283","","","","","","",""
0.0,0.08713527023792267,"train",560.0,"2021-11-23 17:27:21.739014","","","","","","",""
0.0,0.08755066245794296,"train",580.0,"2021-11-23 17:27:25.388452","","","","","","",""
0.0,0.09671226888895035,"train",600.0,"2021-11-23 17:27:28.998718","","","","","","",""
0.0,0.08404702693223953,"train",620.0,"2021-11-23 17:27:32.733026","","","","","","",""
0.0,0.12231733649969101,"train",640.0,"2021-11-23 17:27:37.120368","","","","","","",""
0.0,0.09857368469238281,"train",660.0,"2021-11-23 17:27:40.769691","","","","","","",""
0.0,0.09171269834041595,"train",680.0,"2021-11-23 17:27:44.449743","","","","","","",""
0.0,0.07721081376075745,"train",700.0,"2021-11-23 17:27:48.217167","","","","","","",""
0.0,0.10150838643312454,"train",720.0,"2021-11-23 17:27:51.954979","","","","","","",""
0.0,0.07763586938381195,"train",740.0,"2021-11-23 17:27:55.713305","","","","","","",""
0.0,0.09960466623306274,"train",760.0,"2021-11-23 17:27:59.955538","","","","","","",""
0.0,0.07472071796655655,"train",780.0,"2021-11-23 17:28:03.573782","","","","","","",""
0.0,0.0807446539402008,"train",800.0,"2021-11-23 17:28:07.269659","","","","","","",""
0.0,0.06222587451338768,"train",820.0,"2021-11-23 17:28:10.964643","","","","","","",""
0.0,0.08751381933689117,"train",840.0,"2021-11-23 17:28:14.649516","","","","","","",""
0.0,0.07663923501968384,"train",860.0,"2021-11-23 17:28:18.305190","","","","","","",""
0.0,0.07345022261142731,"train",880.0,"2021-11-23 17:28:22.732074","","","","","","",""
0.0,0.08141642063856125,"train",900.0,"2021-11-23 17:28:26.366350","","","","","","",""
0.0,0.10003560036420822,"train",920.0,"2021-11-23 17:28:29.955182","","","","","","",""
0.0,0.08903743326663971,"train",940.0,"2021-11-23 17:28:33.528338","","","","","","",""
0.0,0.0809793621301651,"train",960.0,"2021-11-23 17:28:37.122734","","","","","","",""
0.0,0.10403086245059967,"train",980.0,"2021-11-23 17:28:40.849329","","","","","","",""
0.0,0.07768310606479645,"train",1000.0,"2021-11-23 17:28:45.166151","","","","","","",""
