"epoch","loss","lr","part","step","time","accuracy","auprc","auroc","challenge_metric","f_beta_measure","f_measure","g_beta_measure"
0.0,0.15342096984386444,8.000730236035311e-05,"train",20.0,"2021-11-23 08:31:27.537478","","","","","","",""
0.0,0.1859631985425949,8.002920933031948e-05,"train",40.0,"2021-11-23 08:31:31.337588","","","","","","",""
0.0,0.14115972816944122,8.006572057662293e-05,"train",60.0,"2021-11-23 08:31:34.401335","","","","","","",""
0.0,0.12768718600273132,8.011683554380914e-05,"train",80.0,"2021-11-23 08:31:37.447080","","","","","","",""
0.0,0.12562477588653564,8.018255345425274e-05,"train",100.0,"2021-11-23 08:31:40.426965","","","","","","",""
0.0,0.10443491488695145,8.026287330817079e-05,"train",120.0,"2021-11-23 08:31:43.513045","","","","","","",""
0.0,0.11856015026569366,8.03577938836373e-05,"train",140.0,"2021-11-23 08:31:46.643323","","","","","","",""
0.0,0.11597390472888947,8.04673137366021e-05,"train",160.0,"2021-11-23 08:31:49.665294","","","","","","",""
0.0,0.1049206331372261,8.059143120091187e-05,"train",180.0,"2021-11-23 08:31:52.682083","","","","","","",""
0.0,0.1023351326584816,8.073014438833613e-05,"train",200.0,"2021-11-23 08:31:55.783954","","","","","","",""
0.0,0.09937398880720139,8.088345118859724e-05,"train",220.0,"2021-11-23 08:31:59.510852","","","","","","",""
0.0,0.10446429997682571,8.10513492693996e-05,"train",240.0,"2021-11-23 08:32:02.580052","","","","","","",""
0.0,0.090751051902771,8.123383607646804e-05,"train",260.0,"2021-11-23 08:32:05.577079","","","","","","",""
0.0,0.11786457896232605,8.143090883358495e-05,"train",280.0,"2021-11-23 08:32:08.582118","","","","","","",""
0.0,0.08012199401855469,8.164256454263295e-05,"train",300.0,"2021-11-23 08:32:11.596618","","","","","","",""
0.0,0.09899698942899704,8.186879998364088e-05,"train",320.0,"2021-11-23 08:32:14.556948","","","","","","",""
0.0,0.08712958544492722,8.210961171483213e-05,"train",340.0,"2021-11-23 08:32:17.618114","","","","","","",""
0.0,0.10234798491001129,8.236499607267717e-05,"train",360.0,"2021-11-23 08:32:20.535562","","","","","","",""
0.0,0.10440201312303543,8.26349491719505e-05,"train",380.0,"2021-11-23 08:32:23.434628","","","","","","",""
0.0,0.11545000225305557,8.291946690578713e-05,"train",400.0,"2021-11-23 08:32:27.125791","","","","","","",""
0.0,0.11288633942604065,8.321854494574774e-05,"train",420.0,"2021-11-23 08:32:30.265590","","","","","","",""
0.0,0.09363123774528503,8.353217874188293e-05,"train",440.0,"2021-11-23 08:32:33.436190","","","","","","",""
0.0,0.10376521944999695,8.38603635228035e-05,"train",460.0,"2021-11-23 08:32:36.564520","","","","","","",""
0.0,0.08833109587430954,8.420309429575212e-05,"train",480.0,"2021-11-23 08:32:39.734610","","","","","","",""
0.0,0.07252392917871475,8.456036584667914e-05,"train",500.0,"2021-11-23 08:32:42.802520","","","","","","",""
0.0,0.07575587183237076,8.493217274032315e-05,"train",520.0,"2021-11-23 08:32:45.817655","","","","","","",""
0.0,0.10030399262905121,8.531850932029235e-05,"train",540.0,"2021-11-23 08:32:49.008335","","","","","","",""
0.0,0.07480441778898239,8.571936970915212e-05,"train",560.0,"2021-11-23 08:32:52.169339","","","","","","",""
0.0,0.0981334000825882,8.613474780851246e-05,"train",580.0,"2021-11-23 08:32:55.967381","","","","","","",""
0.0,0.07342110574245453,8.656463729912224e-05,"train",600.0,"2021-11-23 08:32:59.136541","","","","","","",""
0.0,0.08655694872140884,8.700903164096468e-05,"train",620.0,"2021-11-23 08:33:02.297781","","","","","","",""
0.0,0.07830647379159927,8.746792407335769e-05,"train",640.0,"2021-11-23 08:33:05.446603","","","","","","",""
0.0,0.11755679547786713,8.794130761505497e-05,"train",660.0,"2021-11-23 08:33:08.587826","","","","","","",""
0.0,0.0986899808049202,8.842917506435462e-05,"train",680.0,"2021-11-23 08:33:11.599673","","","","","","",""
