"epoch","loss","part","step","time","accuracy","auprc","auroc","challenge_metric","f_beta_measure","f_measure","g_beta_measure"
0.0,0.1469351053237915,"train",20.0,"2021-11-18 14:07:43.420972","","","","","","",""
0.0,0.1332397311925888,"train",40.0,"2021-11-18 14:07:47.088968","","","","","","",""
0.0,0.1221354603767395,"train",60.0,"2021-11-18 14:07:50.810365","","","","","","",""
0.0,0.13546298444271088,"train",80.0,"2021-11-18 14:07:54.454393","","","","","","",""
0.0,0.12918412685394287,"train",100.0,"2021-11-18 14:07:58.397851","","","","","","",""
0.0,0.11713248491287231,"train",120.0,"2021-11-18 14:08:01.904491","","","","","","",""
0.0,0.11788420379161835,"train",140.0,"2021-11-18 14:08:05.468570","","","","","","",""
0.0,0.1415688544511795,"train",160.0,"2021-11-18 14:08:09.502047","","","","","","",""
0.0,0.11873655021190643,"train",180.0,"2021-11-18 14:08:13.159242","","","","","","",""
0.0,0.09816795587539673,"train",200.0,"2021-11-18 14:08:16.766423","","","","","","",""
0.0,0.11827246844768524,"train",220.0,"2021-11-18 14:08:20.383271","","","","","","",""
0.0,0.10741919279098511,"train",240.0,"2021-11-18 14:08:24.470260","","","","","","",""
0.0,0.11201997101306915,"train",260.0,"2021-11-18 14:08:28.093924","","","","","","",""
0.0,0.10140815377235413,"train",280.0,"2021-11-18 14:08:31.663983","","","","","","",""
0.0,0.11697990447282791,"train",300.0,"2021-11-18 14:08:35.235581","","","","","","",""
0.0,0.1152021735906601,"train",320.0,"2021-11-18 14:08:39.126435","","","","","","",""
0.0,0.10641501098871231,"train",340.0,"2021-11-18 14:08:42.747085","","","","","","",""
0.0,0.10107255727052689,"train",360.0,"2021-11-18 14:08:46.429260","","","","","","",""
0.0,0.10642694681882858,"train",380.0,"2021-11-18 14:08:50.415294","","","","","","",""
0.0,0.08718457072973251,"train",400.0,"2021-11-18 14:08:54.094239","","","","","","",""
0.0,0.1138133704662323,"train",420.0,"2021-11-18 14:08:57.765226","","","","","","",""
0.0,0.0947578176856041,"train",440.0,"2021-11-18 14:09:01.919986","","","","","","",""
0.0,0.10927248746156693,"train",460.0,"2021-11-18 14:09:05.612911","","","","","","",""
0.0,0.10139194130897522,"train",480.0,"2021-11-18 14:09:09.256813","","","","","","",""
0.0,0.07937850803136826,"train",500.0,"2021-11-18 14:09:12.892954","","","","","","",""
0.0,0.09863036870956421,"train",520.0,"2021-11-18 14:09:16.788381","","","","","","",""
0.0,0.11261771619319916,"train",540.0,"2021-11-18 14:09:20.445983","","","","","","",""
0.0,0.0878906100988388,"train",560.0,"2021-11-18 14:09:24.222593","","","","","","",""
0.0,0.10168440639972687,"train",580.0,"2021-11-18 14:09:28.148637","","","","","","",""
0.0,0.10011889785528183,"train",600.0,"2021-11-18 14:09:31.788582","","","","","","",""
0.0,0.08616767823696136,"train",620.0,"2021-11-18 14:09:35.378225","","","","","","",""
0.0,0.10720754414796829,"train",640.0,"2021-11-18 14:09:38.974755","","","","","","",""
0.0,0.11154105514287949,"train",660.0,"2021-11-18 14:09:43.010184","","","","","","",""
0.0,0.08452598005533218,"train",680.0,"2021-11-18 14:09:46.557361","","","","","","",""
0.0,0.10789544880390167,"train",700.0,"2021-11-18 14:09:50.099482","","","","","","",""
0.0,0.1299765408039093,"train",720.0,"2021-11-18 14:09:53.606173","","","","","","",""
0.0,0.0956403911113739,"train",740.0,"2021-11-18 14:09:58.044758","","","","","","",""
0.0,0.08615697920322418,"train",760.0,"2021-11-18 14:10:01.640273","","","","","","",""
0.0,0.12039275467395782,"train",780.0,"2021-11-18 14:10:05.227024","","","","","","",""
0.0,0.09257595986127853,"train",800.0,"2021-11-18 14:10:09.118420","","","","","","",""
0.0,0.10317876189947128,"train",820.0,"2021-11-18 14:10:12.737794","","","","","","",""
0.0,0.09993679821491241,"train",840.0,"2021-11-18 14:10:16.356188","","","","","","",""
0.0,0.08330447226762772,"train",860.0,"2021-11-18 14:10:20.236648","","","","","","",""
0.0,0.08867786824703217,"train",880.0,"2021-11-18 14:10:23.806099","","","","","","",""
0.0,0.09415501356124878,"train",900.0,"2021-11-18 14:10:27.383534","","","","","","",""
0.0,0.08805891871452332,"train",920.0,"2021-11-18 14:10:30.988804","","","","","","",""
0.0,0.11096635460853577,"train",940.0,"2021-11-18 14:10:35.021459","","","","","","",""
0.0,0.08027874678373337,"train",960.0,"2021-11-18 14:10:38.652493","","","","","","",""
0.0,0.11686305701732635,"train",980.0,"2021-11-18 14:10:42.210863","","","","","","",""
0.0,0.09759972989559174,"train",1000.0,"2021-11-18 14:10:46.151175","","","","","","",""
0.0,0.08780832588672638,"train",1020.0,"2021-11-18 14:10:49.792996","","","","","","",""
0.0,0.07841993868350983,"train",1040.0,"2021-11-18 14:10:53.461194","","","","","","",""
0.0,0.07968785613775253,"train",1060.0,"2021-11-18 14:10:57.071697","","","","","","",""
0.0,"","train",1074.0,"2021-11-18 14:13:02.415657",0.44079167576220624,0.24880819599991666,0.8100275985119407,0.329458080403784,0.16368471256456557,0.1550713216765443,0.11820493060821764
0.0,"","val",1074.0,"2021-11-18 14:13:40.410319",0.4361011248985272,0.24875777320265252,0.8091261784284589,0.32560630844828076,0.1633864137158586,0.15451044694283414,0.1172600754143532
1.0,0.09337764978408813,"train",1080.0,"2021-11-18 14:13:47.873727","","","","","","",""
1.0,0.08902531862258911,"train",1100.0,"2021-11-18 14:13:51.461157","","","","","","",""
1.0,0.09187625348567963,"train",1120.0,"2021-11-18 14:13:55.044766","","","","","","",""
1.0,0.08857733011245728,"train",1140.0,"2021-11-18 14:13:58.576756","","","","","","",""
1.0,0.10894010961055756,"train",1160.0,"2021-11-18 14:14:02.571765","","","","","","",""
1.0,0.09400919824838638,"train",1180.0,"2021-11-18 14:14:06.071922","","","","","","",""
1.0,0.07686708122491837,"train",1200.0,"2021-11-18 14:14:09.599926","","","","","","",""
1.0,0.09079058468341827,"train",1220.0,"2021-11-18 14:14:13.534417","","","","","","",""
1.0,0.09397096186876297,"train",1240.0,"2021-11-18 14:14:17.009273","","","","","","",""
1.0,0.10716845095157623,"train",1260.0,"2021-11-18 14:14:20.464991","","","","","","",""
1.0,0.06687283515930176,"train",1280.0,"2021-11-18 14:14:24.231301","","","","","","",""
1.0,0.08257506042718887,"train",1300.0,"2021-11-18 14:14:27.727816","","","","","","",""
1.0,0.08943209797143936,"train",1320.0,"2021-11-18 14:14:31.236489","","","","","","",""
1.0,0.08874586224555969,"train",1340.0,"2021-11-18 14:14:34.739526","","","","","","",""
1.0,0.0818900391459465,"train",1360.0,"2021-11-18 14:14:38.583535","","","","","","",""
1.0,0.07399346679449081,"train",1380.0,"2021-11-18 14:14:42.127143","","","","","","",""
1.0,0.09633763134479523,"train",1400.0,"2021-11-18 14:14:45.745839","","","","","","",""
1.0,0.10315012186765671,"train",1420.0,"2021-11-18 14:14:49.301997","","","","","","",""
1.0,0.08556019514799118,"train",1440.0,"2021-11-18 14:14:53.126122","","","","","","",""
1.0,0.0883573591709137,"train",1460.0,"2021-11-18 14:14:56.696195","","","","","","",""
1.0,0.07522213459014893,"train",1480.0,"2021-11-18 14:15:00.271040","","","","","","",""
1.0,0.06855666637420654,"train",1500.0,"2021-11-18 14:15:04.183458","","","","","","",""
1.0,0.0792253166437149,"train",1520.0,"2021-11-18 14:15:07.802184","","","","","","",""
1.0,0.076438769698143,"train",1540.0,"2021-11-18 14:15:11.294461","","","","","","",""
1.0,0.07433124631643295,"train",1560.0,"2021-11-18 14:15:14.794737","","","","","","",""
1.0,0.10366147011518478,"train",1580.0,"2021-11-18 14:15:18.675628","","","","","","",""
1.0,0.08750878274440765,"train",1600.0,"2021-11-18 14:15:22.270996","","","","","","",""
1.0,0.08726059645414352,"train",1620.0,"2021-11-18 14:15:25.799569","","","","","","",""
1.0,0.09081859141588211,"train",1640.0,"2021-11-18 14:15:29.644659","","","","","","",""
1.0,0.07470133900642395,"train",1660.0,"2021-11-18 14:15:33.205192","","","","","","",""
1.0,0.08645017445087433,"train",1680.0,"2021-11-18 14:15:36.828403","","","","","","",""
1.0,0.08219802379608154,"train",1700.0,"2021-11-18 14:15:40.424116","","","","","","",""
1.0,0.07662313431501389,"train",1720.0,"2021-11-18 14:15:44.260498","","","","","","",""
1.0,0.0856679156422615,"train",1740.0,"2021-11-18 14:15:47.728667","","","","","","",""
1.0,0.0872897058725357,"train",1760.0,"2021-11-18 14:15:51.270349","","","","","","",""
1.0,0.06919868290424347,"train",1780.0,"2021-11-18 14:15:54.886325","","","","","","",""
1.0,0.08245156705379486,"train",1800.0,"2021-11-18 14:15:58.879967","","","","","","",""
1.0,0.0762195736169815,"train",1820.0,"2021-11-18 14:16:02.741986","","","","","","",""
1.0,0.06999429315328598,"train",1840.0,"2021-11-18 14:16:06.337339","","","","","","",""
1.0,0.07911904156208038,"train",1860.0,"2021-11-18 14:16:10.142170","","","","","","",""
1.0,0.07302220910787582,"train",1880.0,"2021-11-18 14:16:13.810172","","","","","","",""
1.0,0.07978171855211258,"train",1900.0,"2021-11-18 14:16:17.350331","","","","","","",""
1.0,0.07870835065841675,"train",1920.0,"2021-11-18 14:16:20.949308","","","","","","",""
1.0,0.06051652505993843,"train",1940.0,"2021-11-18 14:16:24.826617","","","","","","",""
1.0,0.11127584427595139,"train",1960.0,"2021-11-18 14:16:28.450249","","","","","","",""
1.0,0.08828037232160568,"train",1980.0,"2021-11-18 14:16:32.224246","","","","","","",""
1.0,0.05718695744872093,"train",2000.0,"2021-11-18 14:16:36.152364","","","","","","",""
1.0,0.06149774417281151,"train",2020.0,"2021-11-18 14:16:39.790949","","","","","","",""
1.0,0.0780450701713562,"train",2040.0,"2021-11-18 14:16:43.409759","","","","","","",""
1.0,0.07083696126937866,"train",2060.0,"2021-11-18 14:16:47.012042","","","","","","",""
1.0,0.07382437586784363,"train",2080.0,"2021-11-18 14:16:50.991759","","","","","","",""
1.0,0.0743451714515686,"train",2100.0,"2021-11-18 14:16:54.640601","","","","","","",""
1.0,0.07544614374637604,"train",2120.0,"2021-11-18 14:16:58.256275","","","","","","",""
1.0,0.09586913883686066,"train",2140.0,"2021-11-18 14:17:01.914794","","","","","","",""
